task_id,rmse,dataset,model,accuracy,rmse_rank,accuracy_rank
1.0,,adult_race,RMTB,0.8208333333333333,,1.0
2.0,,adult_race,RMTB,0.9128763613068546,,1.0
3.0,,adult_race,RMTB,0.8296296296296296,,2.5
4.0,,adult_race,RMTB,0.8406711601893015,,1.0
0.0,8.088379773491209,school,STL,,3.0,
1.0,10.942503651266925,school,STL,,1.0,
2.0,8.4514492162961,school,STL,,1.0,
3.0,9.230623381905318,school,STL,,3.0,
4.0,10.604991749879394,school,STL,,3.0,
5.0,5.348905247719016,school,STL,,1.0,
6.0,12.498819479966132,school,STL,,3.0,
7.0,9.145775128642269,school,STL,,3.0,
8.0,8.59486526321326,school,STL,,3.0,
9.0,12.217893580751285,school,STL,,3.0,
10.0,9.500150626598645,school,STL,,2.0,
11.0,10.21573408487487,school,STL,,3.0,
12.0,8.248821812662497,school,STL,,3.0,
13.0,6.339195276596625,school,STL,,3.0,
14.0,10.849808532301454,school,STL,,3.0,
15.0,9.178443216776673,school,STL,,3.0,
16.0,8.80093620634895,school,STL,,1.0,
17.0,9.88637420283872,school,STL,,2.0,
18.0,9.141696625517827,school,STL,,1.0,
19.0,8.569744859622498,school,STL,,3.0,
20.0,8.596226680867296,school,STL,,3.0,
21.0,11.363572997683812,school,STL,,3.0,
22.0,11.491722786938878,school,STL,,3.0,
23.0,12.616265084118089,school,STL,,3.0,
24.0,7.7482369444568855,school,STL,,3.0,
25.0,9.254137589763864,school,STL,,3.0,
26.0,15.774074712513807,school,STL,,3.0,
27.0,10.597381649688424,school,STL,,1.0,
28.0,10.885609448350829,school,STL,,3.0,
29.0,8.72416356620098,school,STL,,3.0,
30.0,9.748200290129304,school,STL,,1.0,
31.0,12.62473672052309,school,STL,,3.0,
32.0,9.982917325578372,school,STL,,1.0,
33.0,10.124761467488668,school,STL,,3.0,
34.0,10.090130589937363,school,STL,,3.0,
35.0,13.048918636885745,school,STL,,1.0,
36.0,9.09089479689877,school,STL,,1.0,
37.0,7.681610082723466,school,STL,,3.0,
38.0,11.161423748416663,school,STL,,3.0,
39.0,10.348123057000373,school,STL,,3.0,
40.0,8.673116342633389,school,STL,,2.0,
41.0,10.42079104503947,school,STL,,3.0,
42.0,12.521821375641519,school,STL,,1.0,
43.0,11.532312501973893,school,STL,,3.0,
44.0,7.497464472708792,school,STL,,1.0,
45.0,9.990026926160427,school,STL,,3.0,
46.0,7.751408999455869,school,STL,,3.0,
47.0,11.206519473687548,school,STL,,3.0,
48.0,12.128630446564639,school,STL,,1.0,
49.0,10.25289000145377,school,STL,,3.0,
50.0,7.902061201694194,school,STL,,3.0,
51.0,9.193541770747936,school,STL,,1.0,
52.0,8.950624403031647,school,STL,,2.0,
53.0,8.205376445186792,school,STL,,3.0,
54.0,10.19070029986939,school,STL,,3.0,
55.0,13.403540423503138,school,STL,,3.0,
56.0,9.402204863993504,school,STL,,1.0,
57.0,13.539258558767177,school,STL,,3.0,
58.0,10.701594932598546,school,STL,,2.0,
59.0,8.660583217326423,school,STL,,3.0,
60.0,18.908154489488712,school,STL,,2.0,
61.0,13.006933395396647,school,STL,,3.0,
62.0,10.283267379329983,school,STL,,2.0,
63.0,9.751377126876895,school,STL,,3.0,
64.0,7.069706393546118,school,STL,,3.0,
65.0,8.498827541095789,school,STL,,1.0,
66.0,7.7464723100888895,school,STL,,1.0,
67.0,11.897017751207015,school,STL,,2.0,
68.0,6.715021068314122,school,STL,,1.0,
69.0,10.678422284111269,school,STL,,1.0,
70.0,10.38809355538186,school,STL,,3.0,
71.0,10.430711969049543,school,STL,,3.0,
72.0,6.228554199459991,school,STL,,1.0,
73.0,8.320171215482368,school,STL,,1.0,
74.0,8.349430000620098,school,STL,,1.0,
75.0,1.6657529167590233,school,STL,,1.0,
76.0,8.342238328125731,school,STL,,1.0,
77.0,11.493458648106557,school,STL,,3.0,
78.0,13.998980314886113,school,STL,,3.0,
79.0,9.274745546261265,school,STL,,3.0,
80.0,8.36624423958747,school,STL,,3.0,
81.0,12.114432738513477,school,STL,,3.0,
82.0,10.253532765812352,school,STL,,2.0,
83.0,7.572064265060104,school,STL,,2.0,
84.0,7.930191990175763,school,STL,,1.0,
85.0,13.434940973765483,school,STL,,3.0,
86.0,9.561260890738367,school,STL,,1.0,
87.0,9.891778919744567,school,STL,,3.0,
88.0,9.276053923143778,school,STL,,3.0,
89.0,9.110660595122548,school,STL,,3.0,
90.0,10.432093981873734,school,STL,,3.0,
91.0,8.637077749709135,school,STL,,2.0,
92.0,8.616220913680365,school,STL,,3.0,
93.0,6.3946542547444585,school,STL,,2.0,
94.0,9.625534627564369,school,STL,,3.0,
95.0,6.304971242013594,school,STL,,3.0,
96.0,10.57433596135685,school,STL,,1.0,
97.0,10.984212723002218,school,STL,,1.0,
98.0,10.446754926913295,school,STL,,1.0,
99.0,7.54331676797597,school,STL,,3.0,
100.0,9.713591166924175,school,STL,,3.0,
101.0,15.299795704433901,school,STL,,3.0,
102.0,11.278097519230036,school,STL,,3.0,
103.0,10.455435041213896,school,STL,,1.0,
104.0,12.341765871546507,school,STL,,3.0,
105.0,7.668929312039351,school,STL,,1.0,
106.0,7.730697050290718,school,STL,,3.0,
107.0,8.355780716430214,school,STL,,3.0,
108.0,13.569358935471584,school,STL,,3.0,
109.0,10.73299199286317,school,STL,,1.0,
110.0,9.294341432157513,school,STL,,3.0,
111.0,8.67369512075108,school,STL,,2.0,
112.0,11.693834122359382,school,STL,,3.0,
113.0,10.619648522002228,school,STL,,1.0,
114.0,11.348380056182144,school,STL,,3.0,
115.0,8.518820193781949,school,STL,,1.0,
116.0,7.676407636140888,school,STL,,1.0,
117.0,9.651624302703452,school,STL,,1.0,
118.0,14.202022787365944,school,STL,,3.0,
119.0,18.439623890356554,school,STL,,3.0,
120.0,12.340541033736805,school,STL,,1.0,
121.0,11.128796747664413,school,STL,,3.0,
122.0,12.073137209602418,school,STL,,3.0,
123.0,10.670873149914387,school,STL,,3.0,
124.0,7.002696161141049,school,STL,,1.0,
125.0,9.69633424327903,school,STL,,3.0,
126.0,10.868261897992086,school,STL,,2.0,
127.0,11.82799022183146,school,STL,,3.0,
128.0,9.58388807917416,school,STL,,1.0,
129.0,12.541603394231702,school,STL,,3.0,
130.0,11.66090911953122,school,STL,,3.0,
131.0,10.606002443055587,school,STL,,1.0,
132.0,9.23746712802638,school,STL,,2.0,
133.0,7.953327316749871,school,STL,,1.0,
134.0,12.812533609988938,school,STL,,3.0,
135.0,9.52571725245313,school,STL,,2.0,
136.0,8.346205932083418,school,STL,,1.0,
137.0,11.06635316263761,school,STL,,3.0,
138.0,8.799650644638977,school,STL,,3.0,
0.0,2.0208543497947002,computer,STL,,3.0,
1.0,0.6825671131088731,computer,STL,,1.0,
2.0,3.10695587589518,computer,STL,,3.0,
3.0,1.746556225289537,computer,STL,,1.0,
4.0,2.256469540014455,computer,STL,,1.0,
5.0,1.2594281959247327,computer,STL,,2.0,
6.0,2.1794039335051743,computer,STL,,1.0,
7.0,0.9487412254258584,computer,STL,,1.0,
8.0,3.1922028598736962,computer,STL,,3.0,
9.0,1.465351470247634,computer,STL,,1.0,
10.0,2.6568402351362774,computer,STL,,3.0,
11.0,2.2832266184386496,computer,STL,,3.0,
12.0,3.068478596594535,computer,STL,,1.0,
13.0,1.9923548558157287,computer,STL,,3.0,
14.0,1.6683221007023348,computer,STL,,3.0,
15.0,0.913461843143572,computer,STL,,1.0,
16.0,1.0963531457894484,computer,STL,,1.0,
17.0,1.353414373792005,computer,STL,,3.0,
18.0,1.4137794667508177,computer,STL,,1.0,
19.0,0.8018583654743473,computer,STL,,1.0,
20.0,1.0371790068765747,computer,STL,,1.0,
21.0,3.2819769647090085,computer,STL,,3.0,
22.0,1.248153048740756,computer,STL,,1.0,
23.0,1.8560684594024048,computer,STL,,1.0,
24.0,0.2623648053959959,computer,STL,,1.0,
25.0,1.6838501665498977,computer,STL,,3.0,
26.0,0.6081135002248056,computer,STL,,1.0,
27.0,1.4553907437272984,computer,STL,,3.0,
28.0,1.8545931364472628,computer,STL,,1.0,
29.0,0.48726529436081406,computer,STL,,1.0,
30.0,3.3769189808691054,computer,STL,,3.0,
31.0,0.1529499282255129,computer,STL,,3.0,
32.0,3.2239396029266767,computer,STL,,3.0,
33.0,1.0113145080210553,computer,STL,,1.0,
34.0,0.8420498872595038,computer,STL,,1.0,
35.0,3.006240320088315,computer,STL,,1.0,
36.0,3.2864621395703444,computer,STL,,1.0,
37.0,0.8448139566688294,computer,STL,,1.0,
38.0,1.0401762441721347,computer,STL,,1.0,
39.0,2.729001716064897,computer,STL,,3.0,
40.0,1.4862923822085006,computer,STL,,1.0,
41.0,2.6256927969226593,computer,STL,,3.0,
42.0,0.03505917520247204,computer,STL,,1.0,
43.0,2.015724952880518,computer,STL,,1.0,
44.0,2.662712032671547,computer,STL,,3.0,
45.0,0.8557171241911046,computer,STL,,1.0,
46.0,1.000431288298467,computer,STL,,3.0,
47.0,2.0003559336439514,computer,STL,,1.0,
48.0,2.067982626526901,computer,STL,,1.0,
49.0,0.7957371713184852,computer,STL,,1.0,
50.0,0.788665902580332,computer,STL,,1.0,
51.0,2.6655077384147,computer,STL,,1.0,
52.0,1.9624419382272211,computer,STL,,1.0,
53.0,1.8961346041477118,computer,STL,,3.0,
54.0,1.2016688094181054,computer,STL,,1.0,
55.0,3.0425194195512697,computer,STL,,1.0,
56.0,2.4514246598961043,computer,STL,,1.0,
57.0,4.4660806658754835,computer,STL,,3.0,
58.0,2.983299291902456,computer,STL,,3.0,
59.0,1.5863107322085284,computer,STL,,1.0,
60.0,1.203282552568636,computer,STL,,1.0,
61.0,2.2291573987879163,computer,STL,,3.0,
62.0,1.0234390408570901,computer,STL,,1.0,
63.0,0.7322689169732395,computer,STL,,1.0,
64.0,3.4437163362899854,computer,STL,,3.0,
65.0,5.296508292493583,computer,STL,,3.0,
66.0,0.6090681244253382,computer,STL,,1.0,
67.0,2.2139382760657527,computer,STL,,3.0,
68.0,2.2679593325655265,computer,STL,,3.0,
70.0,3.2342267771074895,computer,STL,,3.0,
71.0,3.242126117458697,computer,STL,,3.0,
72.0,2.069696429389524,computer,STL,,3.0,
74.0,3.5551686994115403,computer,STL,,3.0,
75.0,2.590385505933639,computer,STL,,1.0,
77.0,1.9575369277324535,computer,STL,,1.0,
78.0,1.9724995029396115,computer,STL,,3.0,
79.0,3.0206340683913626,computer,STL,,3.0,
80.0,2.824223701543873,computer,STL,,3.0,
81.0,3.282689221788634,computer,STL,,3.0,
82.0,4.066983298345869,computer,STL,,3.0,
83.0,3.2036498037518495,computer,STL,,1.0,
84.0,1.8702430164179757,computer,STL,,1.0,
85.0,1.1092713891050803,computer,STL,,2.0,
86.0,3.090089893057875,computer,STL,,3.0,
87.0,5.146370950529271,computer,STL,,3.0,
88.0,4.022893755663555,computer,STL,,3.0,
89.0,2.176883068720043,computer,STL,,1.0,
90.0,3.1336658179213224,computer,STL,,3.0,
91.0,3.5087490209863623,computer,STL,,1.0,
92.0,2.3731758524624595,computer,STL,,3.0,
93.0,4.619691048173933,computer,STL,,3.0,
94.0,1.716842673777708,computer,STL,,3.0,
95.0,3.8849076262349898,computer,STL,,3.0,
96.0,1.6046973241273768,computer,STL,,1.0,
97.0,4.573506975317766,computer,STL,,3.0,
98.0,3.9404035110172275,computer,STL,,3.0,
99.0,0.7594993584087093,computer,STL,,3.0,
100.0,1.7382983515133223,computer,STL,,1.0,
101.0,2.822658705630778,computer,STL,,3.0,
102.0,4.33609875606381,computer,STL,,3.0,
103.0,1.233348675546038,computer,STL,,1.0,
104.0,0.9419171511990372,computer,STL,,1.0,
105.0,3.3555421500779636,computer,STL,,1.0,
106.0,2.508001750322474,computer,STL,,3.0,
107.0,4.622258056887139,computer,STL,,3.0,
108.0,2.8286576235496015,computer,STL,,3.0,
109.0,5.569530382480086,computer,STL,,3.0,
110.0,1.6126006606010737,computer,STL,,1.0,
111.0,3.069585493396453,computer,STL,,1.0,
112.0,1.6618591983744877,computer,STL,,3.0,
113.0,2.528683273586097,computer,STL,,2.0,
114.0,2.2734929499119914,computer,STL,,3.0,
115.0,3.2728885374177863,computer,STL,,3.0,
116.0,1.2871525161572628,computer,STL,,1.0,
117.0,2.901458029591986,computer,STL,,3.0,
118.0,3.111892183070125,computer,STL,,3.0,
119.0,1.9746729241429648,computer,STL,,3.0,
120.0,2.5287385559449653,computer,STL,,1.0,
121.0,3.2150784232220917,computer,STL,,3.0,
122.0,4.179608271846998,computer,STL,,1.0,
123.0,2.7315409531535058,computer,STL,,3.0,
124.0,2.3274724752268994,computer,STL,,1.0,
125.0,6.148170459575759,computer,STL,,3.0,
126.0,2.073774607175107,computer,STL,,3.0,
127.0,3.827736045325594,computer,STL,,3.0,
128.0,0.7506543055649503,computer,STL,,1.0,
129.0,3.224279687499622,computer,STL,,3.0,
130.0,5.47367229442276,computer,STL,,3.0,
131.0,3.2018124147494347,computer,STL,,3.0,
132.0,0.5528367895994537,computer,STL,,1.0,
133.0,3.703602838179319,computer,STL,,3.0,
134.0,7.164242693871428,computer,STL,,3.0,
135.0,3.396995364328904,computer,STL,,3.0,
136.0,1.8382081777669987,computer,STL,,3.0,
137.0,0.24854737741595648,computer,STL,,1.0,
138.0,4.1396773493807855,computer,STL,,3.0,
139.0,3.070253858066051,computer,STL,,3.0,
140.0,2.438470573363206,computer,STL,,3.0,
141.0,1.3998305736580376,computer,STL,,1.0,
142.0,3.8779448433772177,computer,STL,,1.0,
143.0,3.398832939994809,computer,STL,,1.0,
144.0,3.5558510257385687,computer,STL,,3.0,
145.0,1.8159443867806793,computer,STL,,3.0,
146.0,1.4822937168828207,computer,STL,,1.0,
147.0,3.0794494492577216,computer,STL,,3.0,
148.0,2.1208255177877877,computer,STL,,1.0,
149.0,3.9705250470733073,computer,STL,,3.0,
150.0,5.3151171899275385,computer,STL,,3.0,
151.0,3.6766762641701045,computer,STL,,3.0,
152.0,2.3924896705960292,computer,STL,,1.0,
153.0,3.385545418285917,computer,STL,,3.0,
154.0,4.491507800790061,computer,STL,,3.0,
155.0,3.4605259309241068,computer,STL,,3.0,
156.0,3.9000767383580506,computer,STL,,1.0,
157.0,2.3437715262692653,computer,STL,,1.0,
158.0,1.0479934411788896,computer,STL,,1.0,
159.0,4.567182894603347,computer,STL,,3.0,
160.0,4.3026765751718035,computer,STL,,3.0,
161.0,2.645017857567108,computer,STL,,3.0,
162.0,3.02340712207997,computer,STL,,3.0,
163.0,2.603114842702505,computer,STL,,3.0,
164.0,1.125743991141422,computer,STL,,1.0,
165.0,2.4436777650377772,computer,STL,,3.0,
166.0,4.365985322493343,computer,STL,,3.0,
167.0,0.9133131323235303,computer,STL,,3.0,
168.0,3.1570486206907438,computer,STL,,3.0,
170.0,2.9046459186789964,computer,STL,,3.0,
171.0,2.6012846108442735,computer,STL,,1.0,
172.0,1.8102771567504563,computer,STL,,1.0,
173.0,0.8520864993744893,computer,STL,,1.0,
174.0,2.882297703472806,computer,STL,,2.0,
175.0,4.560876226129916,computer,STL,,3.0,
176.0,1.9762847476142085,computer,STL,,1.0,
177.0,2.241128055034404,computer,STL,,3.0,
178.0,2.915255160265044,computer,STL,,3.0,
179.0,2.7728629250619323,computer,STL,,3.0,
180.0,2.9025004969249717,computer,STL,,3.0,
181.0,2.170617118022666,computer,STL,,3.0,
182.0,1.5474736977949997,computer,STL,,1.0,
183.0,1.2098755455274413,computer,STL,,1.0,
184.0,4.173731796217571,computer,STL,,3.0,
185.0,3.221118209978572,computer,STL,,3.0,
186.0,1.5630088496191827,computer,STL,,3.0,
187.0,3.8721686253288996,computer,STL,,3.0,
188.0,1.9384585206653266,computer,STL,,3.0,
189.0,2.1291538630402598,computer,STL,,1.0,
1.0,0.3284112723668631,parkinson,STL,,3.0,
2.0,0.18420464187469468,parkinson,STL,,1.0,
3.0,0.28830229904387455,parkinson,STL,,2.0,
4.0,0.2755683020496285,parkinson,STL,,1.0,
5.0,0.24476802287794977,parkinson,STL,,3.0,
6.0,0.23359833982813308,parkinson,STL,,3.0,
7.0,0.27931467667087284,parkinson,STL,,1.0,
8.0,0.19950474562959197,parkinson,STL,,3.0,
9.0,0.17440406359561025,parkinson,STL,,1.0,
10.0,0.10621503554109199,parkinson,STL,,3.0,
11.0,0.8422136674459095,parkinson,STL,,1.0,
12.0,0.39588238330036324,parkinson,STL,,3.0,
13.0,0.44886757171024905,parkinson,STL,,3.0,
14.0,0.28998254129554546,parkinson,STL,,2.0,
15.0,0.20194913565555705,parkinson,STL,,2.0,
16.0,0.18439121576703915,parkinson,STL,,3.0,
17.0,1.600841351609686,parkinson,STL,,3.0,
18.0,0.04980832962906149,parkinson,STL,,2.0,
19.0,0.2738932847590451,parkinson,STL,,2.0,
20.0,0.1470710687888872,parkinson,STL,,2.0,
21.0,0.8632778133075837,parkinson,STL,,3.0,
22.0,0.4966048632704391,parkinson,STL,,2.0,
23.0,0.4045848549152715,parkinson,STL,,3.0,
24.0,0.12703122696446784,parkinson,STL,,1.0,
25.0,0.3036572374607891,parkinson,STL,,3.0,
26.0,0.5507480272031132,parkinson,STL,,1.0,
27.0,0.14722462988158594,parkinson,STL,,1.0,
28.0,0.42565354460290955,parkinson,STL,,1.0,
29.0,0.6220649471742108,parkinson,STL,,3.0,
30.0,0.3259706285882868,parkinson,STL,,2.0,
31.0,1.0728633272945842,parkinson,STL,,1.0,
32.0,0.8094349950678442,parkinson,STL,,3.0,
33.0,0.16770958610019257,parkinson,STL,,3.0,
34.0,0.47377216519601667,parkinson,STL,,1.0,
35.0,0.352319918438099,parkinson,STL,,2.0,
36.0,0.16935545202882593,parkinson,STL,,3.0,
37.0,0.23064846374495546,parkinson,STL,,2.0,
38.0,0.3777574132306032,parkinson,STL,,3.0,
39.0,0.3194036862795486,parkinson,STL,,3.0,
40.0,0.30728349972029934,parkinson,STL,,3.0,
41.0,0.4222107909729479,parkinson,STL,,3.0,
42.0,0.7377818723209755,parkinson,STL,,3.0,
0.0,,landmine,STL,0.9411764705882353,,2.0
1.0,,landmine,STL,0.9236641221374046,,2.0
2.0,,landmine,STL,0.9407407407407408,,2.0
3.0,,landmine,STL,0.9629629629629629,,2.0
4.0,,landmine,STL,0.9636363636363636,,2.0
5.0,,landmine,STL,0.9724770642201835,,2.0
6.0,,landmine,STL,0.941747572815534,,2.0
7.0,,landmine,STL,0.9418604651162791,,2.0
8.0,,landmine,STL,0.9203539823008849,,2.0
9.0,,landmine,STL,1.0,,2.0
10.0,,landmine,STL,0.9266666666666666,,2.0
11.0,,landmine,STL,0.9655172413793104,,2.0
12.0,,landmine,STL,0.9494949494949495,,2.0
13.0,,landmine,STL,0.9380530973451328,,2.0
14.0,,landmine,STL,0.9595959595959596,,2.0
15.0,,landmine,STL,0.9509803921568627,,2.0
16.0,,landmine,STL,0.9215686274509803,,1.5
17.0,,landmine,STL,0.9387755102040817,,1.5
18.0,,landmine,STL,0.9885057471264368,,2.0
19.0,,landmine,STL,0.9222222222222223,,2.0
20.0,,landmine,STL,0.9404761904761905,,2.0
21.0,,landmine,STL,0.8809523809523809,,2.5
22.0,,landmine,STL,1.0,,2.0
23.0,,landmine,STL,0.8681318681318682,,2.0
24.0,,landmine,STL,0.9534883720930233,,2.0
25.0,,landmine,STL,0.9560439560439561,,1.5
26.0,,landmine,STL,0.9506172839506173,,2.0
27.0,,landmine,STL,0.963855421686747,,2.0
28.0,,landmine,STL,0.9340659340659341,,2.0
0.0,,adult_gender,STL,0.9064748201438849,,3.0
1.0,,adult_gender,STL,0.7995395948434623,,3.0
0.0,,adult_race,STL,0.89937106918239,,2.0
1.0,,adult_race,STL,0.7666666666666667,,3.0
2.0,,adult_race,STL,0.903267136450993,,3.0
3.0,,adult_race,STL,0.8444444444444444,,1.0
4.0,,adult_race,STL,0.7921984798508533,,3.0
